x,y
661488.202030611,1509614.165877579
661485.569877447,1509614.094371875
661486.063262590,1509614.790686088
661485.519481304,1509615.251985830
661485.497685244,1509615.864002638
661485.482942717,1509616.501876424
661485.464435257,1509617.165540642
661485.442230912,1509617.843932745
661485.427170827,1509618.533431760
661485.419277685,1509619.230350173
661485.411361858,1509619.930956102
661485.407006820,1509620.638959247
661485.409818724,1509621.354381789
661485.408979106,1509622.077157181
661485.404419918,1509622.818347974
661485.406914259,1509623.585395746
661485.412855974,1509624.378278316
661485.415032754,1509625.196951318
661485.424263059,1509626.041481300
661485.437031467,1509626.897096014
661485.449754504,1509627.760085762
661485.466038325,1509628.630472725
661485.489489084,1509629.508279086
661485.505659484,1509630.397103632
661485.521784514,1509631.293303212
661485.534280703,1509632.193168127
661485.546822254,1509633.085658009
661485.555757647,1509633.978125711
661485.571973388,1509634.859575227
661485.584628339,1509635.733627530
661485.600912120,1509636.604014499
661485.617195898,1509637.474401468
661485.629805470,1509638.355828806
661485.635089321,1509639.255649361
661485.643843223,1509640.177617198
661485.641619884,1509641.125331104
661485.635654294,1509642.095147926
661485.629643334,1509643.072339782
661485.623609687,1509644.053219156
661485.606734901,1509645.037719499
661485.593443579,1509646.025929542
661485.580197620,1509647.006764552
661485.559739355,1509647.987555198
661485.542864555,1509648.972055543
661485.529573220,1509649.960265588
661485.516236515,1509650.955850667
661485.502763708,1509651.973560845
661485.496412467,1509653.006065455
661485.482803555,1509654.045900733
661485.476384256,1509655.089467893
661485.469987636,1509656.129347537
661485.460030229,1509657.161829967
661485.450095500,1509658.190624881
661485.443789600,1509659.215754461
661485.433877547,1509660.240861860
661485.431200469,1509661.262326108
661485.435713002,1509662.287522239
661485.443854362,1509663.309053037
661485.455601865,1509664.330606018
661485.474538976,1509665.355890882
661485.493453397,1509666.384863263
661485.512367812,1509667.413835645
661485.534888368,1509668.442830211
661485.557340869,1509669.482887328
661485.576119165,1509670.533984812
661485.594806722,1509671.599832363
661485.613380855,1509672.684117498
661485.639076542,1509673.783197065
661485.671916465,1509674.893383549
661485.704711014,1509676.010945068
661485.733899408,1509677.128484404
661485.763065112,1509678.249711258
661485.781321633,1509679.385621631
661485.792365854,1509680.521487639
661485.803478119,1509681.646291098
661485.811029599,1509682.763697343
661485.815020293,1509683.873706372
661485.815450204,1509684.976318186
661485.801455529,1509686.078841269
661485.780203191,1509687.188695020
661485.733707835,1509688.298393490
661485.662082882,1509689.389499096
661485.540085320,1509690.461856558
661485.353313263,1509691.511689625
661485.072985610,1509692.527758288
661484.702731201,1509693.506397212
661484.228125465,1509694.447517669
661483.660145628,1509695.325373596
661483.009678179,1509696.128968998
661482.283980777,1509696.850973212
661481.479492645,1509697.483989029
661480.599819927,1509698.028038640
661479.666576797,1509698.486942660
661478.683346713,1509698.864410795
661477.660880053,1509699.171572146
661476.624351766,1509699.419644543
661475.577277263,1509699.623400237
661474.505186599,1509699.790125534
661473.422458981,1509699.927284198
661472.336261327,1509700.042295625
661471.242964808,1509700.138825151
661470.142569425,1509700.216872777
661469.042219417,1509700.287545417
661467.938308640,1509700.350820889
661466.827208268,1509700.410364529
661465.705266796,1509700.473529190
661464.579696511,1509700.540359235
661463.454103556,1509700.610876843
661462.328465252,1509700.688769531
661461.202804279,1509700.770349782
661460.080749461,1509700.851952261
661458.955111193,1509700.929845092
661457.822260651,1509701.007693613
661456.685849336,1509701.078144969
661455.549460714,1509701.144908858
661454.420307066,1509701.208029635
661453.305623360,1509701.263864142
661452.194545807,1509701.319720877
661451.083422907,1509701.382952692
661449.968716554,1509701.442474858
661448.832396032,1509701.498176487
661447.692424020,1509701.561231017
661446.566899269,1509701.620686790
661445.455844456,1509701.672856289
661444.355562724,1509701.732467399
661443.273289038,1509701.795876959
661442.176568115,1509701.862885373
661441.061793812,1509701.933470462
661439.925314632,1509702.014985085
661438.777994360,1509702.100120740
661437.616249529,1509702.185167736
661436.458110854,1509702.270236960
661435.296366049,1509702.355284058
661434.138272753,1509702.432978352
661432.976641357,1509702.499587971
661431.811449181,1509702.558800435
661430.642786930,1509702.595865679
661429.481495703,1509702.607162715
661428.320385889,1509702.588959676
661427.173882054,1509702.541345260
661426.049196478,1509702.464363819
661424.946306481,1509702.361702867
661423.861651269,1509702.225965194
661422.787973202,1509702.064481482
661421.714476525,1509701.873497690
661420.637555092,1509701.652991645
661419.553602756,1509701.402941171
661418.458990697,1509701.127011613
661417.364560015,1509700.821581978
661416.266681887,1509700.490317607
661415.176152064,1509700.136972539
661414.096599361,1509699.757881429
661413.024394958,1509699.356709620
661411.959538851,1509698.933457111
661410.905637181,1509698.488146075
661409.859083805,1509698.020754338
661408.809082961,1509697.527527865
661407.762824261,1509697.012198518
661406.723891173,1509696.478475984
661405.695935181,1509695.919007404
661404.671766671,1509695.330060916
661403.665764866,1509694.719100241
661402.674346292,1509694.082415688
661401.697533621,1509693.416319741
661400.731652694,1509692.731852773
661399.783893121,1509692.032746640
661398.847042615,1509691.318957000
661397.928336134,1509690.586840678
661397.024122190,1509689.843750530
661396.141635744,1509689.086043382
661395.288043741,1509688.321138603
661394.459785379,1509687.541638991
661393.660398790,1509686.758629257
661392.907846688,1509685.983282797
661392.198432251,1509685.230327496
661391.525011205,1509684.488656465
661390.891144357,1509683.765666902
661390.293248235,1509683.057649119
661389.717011617,1509682.346076857
661389.140910987,1509681.612379521
661388.568507147,1509680.863954310
661387.985352846,1509680.104400062
661387.384281134,1509679.326297409
661386.754450903,1509678.533267359
661386.110286730,1509677.725398590
661385.448250476,1509676.891606390
661384.786395532,1509676.028314090
661384.124699228,1509675.139209205
661383.474002667,1509674.220670728
661382.845033609,1509673.287515223
661382.244913672,1509672.354537087
661381.680855152,1509671.421780654
661381.156441526,1509670.492955606
661380.668066653,1509669.568039772
661380.219382021,1509668.639680287
661379.821183406,1509667.711631168
661379.462675040,1509666.780138392
