x,y,speed,heading,fix_quality
831623.631585237,1644147.112853325,0.7052080000000001,294.05,5
831623.125846966,1644147.327403692,0.413256,292.43,5
831622.546005033,1644147.707077753,0.45951600000000004,292.83,4
831621.859973406,1644147.974522639,0.7756259999999999,295.57,4
831621.118809696,1644148.333510267,0.819316,294.84,4
831620.360202381,1644148.655335887,0.82497,295.43,4
831619.601340435,1644148.995618691,0.815718,295.33,4
831619.005073594,1644149.264302135,0.581334,293.88,4
831618.535495962,1644149.460890812,0.399892,291.29,4
831617.921276205,1644149.729326581,0.7293660000000001,289.73,4
831617.217037119,1644150.014981045,0.78128,292.62,4
831616.476892174,1644150.300140135,0.838334,289.1,4
831615.737256557,1644150.548384917,0.7288519999999999,290.13,4
831615.106357193,1644150.724287232,0.5520360000000001,287.14,4
831614.348768669,1644150.972284357,0.41017200000000004,287.33,4
831613.555783592,1644151.182871788,0.38807,286.51,4
831613.051573434,1644151.286679352,0.47904800000000003,289.96,4
831612.187540585,1644151.440904561,0.216908,288.67,4
831611.086299845,1644151.868767252,0.799784,291.48,4
831610.346155062,1644152.153926506,0.84039,293.22,4
831609.515990978,1644152.456304488,0.869688,289.3,4
831608.650175690,1644152.739729951,0.928284,291.7,4
831607.711784749,1644153.077536171,0.995104,290.17,5
831606.737233324,1644153.433304207,0.988422,290.03,5
831605.708823130,1644153.788329214,1.013608,292.37,5
831604.716318849,1644154.143849632,1.011552,293.16,4
831603.723559955,1644154.517827249,1.09996,291.63,4
831602.748244751,1644154.928966911,1.060896,293.88,5
831601.737278362,1644155.321154072,1.0747740000000001,291.25,5
831600.726057371,1644155.731798432,1.114352,294.12,5
831599.534543181,1644156.195337473,1.297336,293.48,5
831598.288915613,1644156.676590676,1.316868,292.19,5
831597.079193969,1644157.158339299,1.308644,289.82,5
831595.851519455,1644157.639840291,1.304532,288.47,5
831594.678976974,1644158.029798573,1.2248620000000001,291.42,5
831593.489245517,1644158.364137744,1.1611259999999999,289.72,5
831592.407231684,1644158.699963040,1.080428,288.82,5
831591.325217889,1644159.035788378,1.1431360000000002,286.41,5
831590.369383895,1644159.336433181,1.094306,285.66,5
831589.305832369,1644159.635591957,1.06912,287.49,4
831588.224327951,1644159.934503097,1.08454,285.58,4
831587.161031127,1644160.215204797,1.11538,285.15,5
831586.079781407,1644160.495658865,1.1184640000000001,284.43,5
831584.962625875,1644160.775617628,1.150846,282.52,5
831583.791866226,1644161.036376261,1.140566,285.67,5
831582.674710762,1644161.316335120,1.13851,284.35,4
831581.521649485,1644161.595798685,1.11281,283.26,4
831580.422192394,1644161.894462469,1.1513600000000002,287.01,4
831579.358131939,1644162.230535956,1.122576,288.28,4
831578.330231993,1644162.548647663,1.1102400000000001,286.6,5
831577.230011139,1644162.902683052,1.116922,286.81,4
831576.148507123,1644163.201594678,1.118978,286.47,4
831575.084956065,1644163.500754014,1.100988,285.22,4
831574.003706738,1644163.781208568,1.1066420000000001,285.94,4
831572.886551608,1644164.061167835,1.108184,288.6,4
831571.841717439,1644164.305203490,1.1122960000000002,285.07,5
831570.832025284,1644164.605105988,1.057812,285.65,4
831569.804380242,1644164.904760859,1.047018,286.95,5
831568.776735232,1644165.204415770,1.025944,287.77,4
831567.820647324,1644165.523518523,1.0372519999999998,288.25,4
831566.829672072,1644165.768297357,1.014122,286.32,4
831565.874602690,1644166.013571550,1.038794,284.21,4
831564.830023352,1644166.239150323,1.05113,281.91,4
831563.803906191,1644166.428062483,1.0274860000000001,278.45,4
831562.761109205,1644166.524441242,1.026458,278.14,4
831561.717548400,1644166.676191513,1.055242,277.4,5
831560.638591002,1644166.790532203,1.050616,277.97,5
831559.595284849,1644166.923825406,1.044962,279.01,5
831558.551724107,1644167.075575808,1.008982,281.69,5
831557.508672609,1644167.190411941,1.0038420000000001,279.38,5
831556.392281804,1644167.415000438,0.9904780000000001,281.08,5
831555.384117753,1644167.604160587,1.024916,280.96,4
831554.357746199,1644167.811530279,0.992534,281.48,4
831553.367025897,1644168.037852468,0.98431,282.98,5
831552.394513145,1644168.245965189,0.985338,286.66,4
831551.439444121,1644168.491239907,0.952442,284.2,4
831550.502073437,1644168.755219462,0.949358,286.14,5
831549.583164903,1644168.982532389,0.983282,286.12,5
831548.627332151,1644169.283178670,0.974544,287.98,5
831547.600196975,1644169.545920087,0.9987020000000001,291.64,5
831546.697204620,1644169.921137995,0.983796,293.11,5
831545.777277788,1644170.222279669,0.9632360000000001,292.14,5
831544.838379669,1644170.597002343,0.995104,292.11,5
831543.899226988,1644170.990182204,0.964264,292.19,5
831542.942376030,1644171.364657297,0.9766,291.56,5
831542.075289667,1644171.740370638,0.95347,293.91,5
831541.261552877,1644172.153741241,0.94319,298.31,5
831540.447561522,1644172.585569019,0.9252,300.07,4
831539.614344300,1644173.109434944,0.94576,303.99,5
831538.691107974,1644173.650519839,0.94833,307.1,5
831537.929447878,1644174.193833526,0.964264,305.59,4
831537.113419903,1644174.773318617,0.948844,307.45,4
831536.315344878,1644175.353051368,0.9509000000000001,306.74,4
831535.571128616,1644175.933527053,0.9627220000000001,307.25,5
831534.773308265,1644176.494802688,0.94833,308.18,5
