x,y,speed,heading,fix_quality
661702.016399879,1509822.451863677,0.66049,130.57,4
661702.505839764,1509822.030797876,0.662546,131.18,4
661703.031340963,1509821.609954232,0.672312,131.5,4
661703.520894461,1509821.170450847,0.644556,126.57,4
661704.046509276,1509820.731169619,0.663574,129.16,4
661704.572010526,1509820.310326000,0.672312,128.74,4
661705.133686678,1509819.871266941,0.734506,127.86,4
661705.695362849,1509819.432207891,0.710862,127.17,4
661706.275069693,1509818.993259929,0.694414,126.21,4
661706.854890138,1509818.535874377,0.680536,126.43,4
661707.434597022,1509818.096926437,0.712918,127.56,4
661708.014303924,1509817.657978507,0.7417020000000001,127.52,4
661708.612041502,1509817.219141665,0.716002,126.78,4
661709.191748444,1509816.780193757,0.723712,127.86,4
661709.771455405,1509816.341245860,0.740674,125.29,4
661710.369193045,1509815.902409053,0.7247399999999999,126.76,4
661710.966930704,1509815.463572258,0.739646,127.11,4
661711.582699035,1509815.024846553,0.743758,128.02,4
661712.180323149,1509814.604447381,0.7530100000000001,126.41,4
661712.796205113,1509814.147284101,0.743244,125.09,4
661713.393829265,1509813.726884953,0.734506,126.91,4
661713.991453438,1509813.306485817,0.739132,125.64,4
661714.607335467,1509812.849322573,0.7622620000000001,124.59,4
661715.205073268,1509812.410485860,0.746328,124.27,4
661715.802697505,1509811.990086759,0.748384,125.02,4
661716.436496663,1509811.551472235,0.7288519999999999,126.06,4
661717.016203869,1509811.112524475,0.747356,126.88,4
661717.613941757,1509810.673687809,0.735534,126.82,4
661718.193649003,1509810.234740071,0.70418,123.17,4
661718.809303997,1509809.814452113,0.739646,124.46,4
661719.442989672,1509809.394275251,0.784878,124.06,4
661720.058985482,1509808.918674516,0.795158,129.29,4
661720.656950657,1509808.442962708,0.790532,129.47,4
661721.290977175,1509807.967473084,0.784878,125.85,4
661721.906973057,1509807.491872386,0.7488980000000001,128.43,4
661722.522855365,1509807.034709301,0.753524,127.27,4
661723.120707035,1509806.577435142,0.74016,126.77,4
661723.700528063,1509806.120049906,0.720114,127.76,4
661724.298266184,1509805.681213371,0.718572,131.56,4
661724.859715806,1509805.279029873,0.646612,128.07,4
661725.348815605,1509804.913277233,0.6234820000000001,125.81,4
661725.801626900,1509804.584177627,0.621426,128.01,4
661726.344932313,1509804.200320668,0.6425000000000001,127.41,4
661726.834600133,1509803.742380047,0.623996,124.82,4
661727.269380807,1509803.413169373,0.7057220000000001,130.98,4
661727.831284914,1509802.937235525,0.684134,124.99,4
661728.392848250,1509802.516614490,0.723198,129.08,4
661728.936494537,1509802.077444774,0.730908,127.14,4
661729.570407769,1509801.620392920,0.783336,127.81,4
661730.168259693,1509801.163118897,0.785906,125.44,4
661730.784369502,1509800.669080775,0.7689440000000001,127.27,4
661731.418282801,1509800.212028959,0.798756,128.19,4
661732.052196123,1509799.754977157,0.751982,123.54,4
661732.668306003,1509799.260939073,0.7843640000000001,126.73,4
661733.320363640,1509798.785560788,0.79413,126.78,4
661733.954504235,1509798.291633822,0.79927,128.02,4
661734.606675522,1509797.797817963,0.789504,127.39,4
661735.240816166,1509797.303891024,0.790532,128.54,4
661735.856812561,1509796.828290604,0.78642,124.17,4
661736.508870319,1509796.352912387,0.778196,123.33,4
661737.142783830,1509795.895860690,0.8434740000000001,125.77,4
661737.813099514,1509795.383718393,0.816746,127.85,4
661738.465270951,1509794.889902616,0.850156,124.41,4
661739.135473086,1509794.396197950,0.815204,125.68,4
661739.823592312,1509793.921041997,0.8285680000000001,127.97,4
661740.493908099,1509793.408899759,0.849128,128.5,4
661741.200171655,1509792.915417333,0.837306,128.24,4
661741.870487501,1509792.403275125,0.816746,125.1,4
661742.558720437,1509791.909681633,0.816746,125.36,4
661743.228922728,1509791.415977055,0.85067,127.57,4
661743.917155716,1509790.922383593,0.858894,127.41,4
